Symbol,Name,Sector,Industry
IDN,"Intellicheck, Inc.",Technology,Computer Software: Prepackaged Software
INS,Intelligent Systems Corporation,Technology,Computer Software: Prepackaged Software
IPCI,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals
IPAR,"Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
IBKR,"Interactive Brokers Group, Inc.",Finance,Investment Bankers/Brokers/Service
ICPT,"Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ICE,Intercontinental Exchange Inc.,Finance,Investment Bankers/Brokers/Service
IDCC,"InterDigital, Inc.",Miscellaneous,Multi-Sector Companies
TILE,"Interface, Inc.",Consumer Durables,Home Furnishings
LINK,"Interlink Electronics, Inc.",Technology,Computer peripheral equipment
IMI,"Intermolecular, Inc.",Technology,Semiconductors
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing"
IBOC,International Bancshares Corporation,Finance,Major Banks
IBM,International Business Machines Corporation,Technology,Computer Manufacturing
IFF,"International Flavors & Fragrances, Inc.",Basic Industries,Major Chemicals
IGT,International Game Technology,Consumer Services,Services-Misc. Amusement & Recreation
IP,International Paper Company,Basic Industries,Paper
ISCA,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation
THM,International Tower Hill Mines Ltd,Basic Industries,Precious Metals
IDXG,"Interpace Diagnostics Group, Inc.",Health Care,Medical/Dental Instruments
IPG,"Interpublic Group of Companies, Inc. (The)",Technology,Advertising
XENT,"Intersect ENT, Inc.",Health Care,Medical/Dental Instruments
INTX,"Intersections, Inc.",Technology,EDP Services
INTT,inTest Corporation,Capital Goods,Electrical Products
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components
INTL,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service
ITCI,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals
IPI,"Intrepid Potash, Inc",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
IIN,IntriCon Corporation,Capital Goods,Electrical Products
INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software
ISRG,"Intuitive Surgical, Inc.",Health Care,Industrial Specialties
INUV,"Inuvo, Inc",Consumer Services,Advertising
IVC,Invacare Corporation,Health Care,Industrial Specialties
IVR,INVESCO MORTGAGE CAPITAL INC,Consumer Services,Real Estate Investment Trusts
IVZ,Invesco Plc,Finance,Investment Managers
ISTR,Investar Holding Corporation,Finance,Major Banks
ITG,"Investment Technology Group, Inc.",Finance,Investment Bankers/Brokers/Service
ISBC,"Investors Bancorp, Inc.",Finance,Major Banks
IRET,Investors Real Estate Trust,Consumer Services,Real Estate Investment Trusts
ITIC,Investors Title Company,Finance,Specialty Insurers
NVTA,Invitae Corporation,Health Care,Medical Specialities
INVH,Invitation Homes Inc.,Finance,Real Estate
NVIV,InVivo Therapeutics Holdings Corp.,Health Care,Medical/Dental Instruments
IVTY,"Invuity, Inc.",Health Care,Medical/Dental Instruments
IO,Ion Geophysical Corporation,Energy,Oil & Gas Production
IONS,"Ionis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
IOVA,"Iovance Biotherapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPAS,iPass Inc.,Technology,EDP Services
IPGP,IPG Photonics Corporation,Technology,Semiconductors
IPIC,iPic Entertainment Inc.,Consumer Services,Restaurants
IQV,"IQVIA Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
IRMD,iRadimed Corporation,Health Care,Medical/Dental Instruments
IRTC,"iRhythm Technologies, Inc.",Health Care,Medical/Dental Instruments
IRIX,IRIDEX Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment
IRDMB,Iridium Communications Inc,Consumer Durables,Telecommunications Equipment
IRBT,iRobot Corporation,Consumer Durables,Consumer Electronics/Appliances
IRM,Iron Mountain Incorporated,Consumer Services,Real Estate Investment Trusts
IRWD,"Ironwood Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
ISR,"IsoRay, Inc.",Health Care,Medical/Dental Instruments
ISRL,"Isramco, Inc.",Energy,Oil & Gas Production
ISDR,Issuer Direct Corporation,Miscellaneous,Publishing
STAR          ,iStar Inc.,Consumer Services,Real Estate Investment Trusts
ITI,"Iteris, Inc.",Consumer Durables,Telecommunications Equipment
ITRI,"Itron, Inc.",Capital Goods,Electrical Products
ITT,ITT Inc.,Capital Goods,Fluid Controls
ITUS,ITUS Corporation,Miscellaneous,Multi-Sector Companies
IZEA,IZEA Inc.,Consumer Services,Advertising
JJSF,J & J Snack Foods Corp.,Consumer Non-Durables,Specialty Foods
JPM,J P Morgan Chase & Co,Finance,Major Banks
JPM^A,J P Morgan Chase & Co,Finance,Major Banks
JPM^H,J P Morgan Chase & Co,Finance,Major Banks
MAYS,"J. W. Mays, Inc.",Consumer Services,Building operators
JBHT,"J.B. Hunt Transport Services, Inc.",Transportation,Trucking Freight/Courier Services
JCP,"J.C. Penney Company, Inc. Holding Company",Consumer Services,Department/Specialty Retail Stores
SJM,J.M. Smucker Company (The),Consumer Non-Durables,Packaged Foods
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment
JBL,Jabil Inc.,Technology,Electrical Products
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services
JACK,Jack In The Box Inc.,Consumer Services,Restaurants
JEC,Jacobs Engineering Group Inc.,Basic Industries,Military/Government/Technical
JAG,Jagged Peak Energy Inc.,Energy,Oil & Gas Production
JAGX,"Jaguar Health, Inc.",Health Care,Major Pharmaceuticals
JAKK,"JAKKS Pacific, Inc.",Consumer Non-Durables,Recreational Products/Toys
JMBA,"Jamba, Inc.",Consumer Services,Restaurants
JASN,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries
JASNW,"Jason Industries, Inc.",Consumer Durables,Miscellaneous manufacturing industries
JBGS,JBG SMITH Properties,Consumer Services,Real Estate Investment Trusts
JEF,Jefferies Financial Group Inc.,Consumer Non-Durables,Meat/Poultry/Fish
JELD,"JELD-WEN Holding, Inc.",Basic Industries,Forest Products
JSYN,Jensyn Acquistion Corp.,Public Utilities,Natural Gas Distribution
JSYNR,Jensyn Acquistion Corp.,Public Utilities,Natural Gas Distribution
JSYNU,Jensyn Acquistion Corp.,Public Utilities,Natural Gas Distribution
JSYNW,Jensyn Acquistion Corp.,Public Utilities,Natural Gas Distribution
JRSH,"Jerash Holdings (US), Inc.",Consumer Non-Durables,Apparel
JCAP,"Jernigan Capital, Inc.",Consumer Services,Real Estate Investment Trusts
JBLU,JetBlue Airways Corporation,Transportation,Air Freight/Delivery Services
JTPY,JetPay Corporation,Finance,Business Services
JCTCF,Jewett-Cameron Trading Company,Consumer Services,RETAIL: Building Materials
JMP,JMP Group LLC,Finance,Investment Bankers/Brokers/Service
JMPB,JMP Group LLC,Finance,Investment Bankers/Brokers/Service
JMPD,JMP Group LLC,Finance,Investment Bankers/Brokers/Service
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Non-Durables,Specialty Foods
JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components
JNJ,Johnson & Johnson,Health Care,Major Pharmaceuticals
JOUT,Johnson Outdoors Inc.,Consumer Non-Durables,Recreational Products/Toys
JONE,"Jones Energy, Inc.",Energy,Oil & Gas Production
JLL,Jones Lang LaSalle Incorporated,Finance,Real Estate
JNCE,"Jounce Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment
JNP,"Juniper Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
JE,"Just Energy Group, Inc.",Public Utilities,Oil/Gas Transmission
LRN,K12 Inc,Consumer Services,Other Consumer Services
KTWO,"K2M Group Holdings, Inc.",Health Care,Medical/Dental Instruments
KAI,Kadant Inc,Technology,Industrial Machinery/Components
KDMN,"Kadmon Holdings, Inc.",Health Care,Major Pharmaceuticals
KALU,Kaiser Aluminum Corporation,Capital Goods,Metal Fabrications
KALA,"Kala Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
KAMN,Kaman Corporation,Consumer Durables,Industrial Specialties
KSU,Kansas City Southern,Transportation,Railroads
KSU^,Kansas City Southern,Transportation,Railroads
KS,KapStone Paper and Packaging Corporation,Basic Industries,Paper
KAR,"KAR Auction Services, Inc",Consumer Durables,Automotive Aftermarket
KPTI,Karyopharm Therapeutics Inc.,Health Care,Major Pharmaceuticals
KAAC,Kayne Anderson Acquisition Corp.,Finance,Business Services
KAACU,Kayne Anderson Acquisition Corp.,Finance,Business Services
KAACW,Kayne Anderson Acquisition Corp.,Finance,Business Services
KBH,KB Home,Capital Goods,Homebuilding
KBLM,KBL Merger Corp. IV,Finance,Business Services
KBLMR,KBL Merger Corp. IV,Finance,Business Services
KBLMU,KBL Merger Corp. IV,Finance,Business Services
KBLMW,KBL Merger Corp. IV,Finance,Business Services
KBR,"KBR, Inc.",Basic Industries,Military/Government/Technical
FRAC,"Keane Group, Inc.",Energy,Oilfield Services/Equipment
KRNY,Kearny Financial,Finance,Savings Institutions
K,Kellogg Company,Consumer Non-Durables,Packaged Foods
KELYA,"Kelly Services, Inc.",Technology,Professional Services
KELYB,"Kelly Services, Inc.",Technology,Professional Services
KIQ,Kelso Technologies Inc,Capital Goods,Railroads
KEM,Kemet Corporation,Capital Goods,Electrical Products
KMPA,Kemper Corporation,Finance,Property-Casualty Insurers
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers
KMPH,"KemPharm, Inc.",Health Care,Major Pharmaceuticals
KMT,Kennametal Inc.,Capital Goods,Industrial Machinery/Components
KW,Kennedy-Wilson Holdings Inc.,Finance,Real Estate
KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions
KERX,"Keryx Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
KDP,Keurig Dr Pepper Inc.,Consumer Non-Durables,Beverages (Production/Distribution)
KEQU,Kewaunee Scientific Corporation,Capital Goods,Medical Specialities
KEG,"Key Energy Services, Inc.",Energy,Oilfield Services/Equipment
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KEY,KeyCorp,Finance,Major Banks
KEYS,Keysight Technologies Inc.,Capital Goods,Industrial Machinery/Components
KZR,"Kezar Life Sciences, Inc.",Health Care,Major Pharmaceuticals
KFRC,"Kforce, Inc.",Technology,Professional Services
KRC,Kilroy Realty Corporation,Consumer Services,Real Estate Investment Trusts
KE,"Kimball Electronics, Inc.",Technology,Electrical Products
KBAL,"Kimball International, Inc.",Consumer Durables,Home Furnishings
KRP,Kimbell Royalty Partners,Energy,Oil & Gas Production
KMB,Kimberly-Clark Corporation,Consumer Durables,Containers/Packaging
KIM,Kimco Realty Corporation,Consumer Services,Real Estate Investment Trusts
KMI,"Kinder Morgan, Inc.",Public Utilities,Natural Gas Distribution
KIN,"Kindred Biosciences, Inc.",Health Care,Major Pharmaceuticals
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers
KFS,"Kingsway Financial Services, Inc.",Finance,Property-Casualty Insurers
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Health Care,Major Pharmaceuticals
KGC,Kinross Gold Corporation,Basic Industries,Precious Metals
KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers
KEX,Kirby Corporation,Consumer Services,Marine Transportation
KIRK,"Kirkland&#39;s, Inc.",Consumer Services,Other Specialty Stores
KRG,Kite Realty Group Trust,Consumer Services,Real Estate Investment Trusts
KKR,KKR & Co. Inc.,Finance,Investment Managers
KREF,KKR Real Estate Finance Trust Inc.,Consumer Services,Real Estate Investment Trusts
KLAC,KLA-Tencor Corporation,Capital Goods,Electronic Components
KLXI,KLX Inc.,Capital Goods,Aerospace
KMG,"KMG Chemicals, Inc.",Basic Industries,Major Chemicals
KNX,"Knight Transportation, Inc.",Transportation,Trucking Freight/Courier Services
KNL,"Knoll, Inc.",Consumer Durables,Office Equipment/Supplies/Services
KSS,Kohl&#39;s Corporation,Consumer Services,Department/Specialty Retail Stores
KONA,"Kona Grill, Inc.",Consumer Services,Restaurants
KOPN,Kopin Corporation,Technology,Semiconductors
KOP,Koppers Holdings Inc.,Basic Industries,Forest Products
KFY,Korn/Ferry International,Technology,Diversified Commercial Services
KOSS,Koss Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
KRA,Kraton Corporation,Basic Industries,Major Chemicals
KTOS,"Kratos Defense & Security Solutions, Inc.",Capital Goods,Military/Government/Technical
KR,Kroger Company (The),Consumer Services,Food Chains
KRO,Kronos Worldwide Inc,Basic Industries,Major Chemicals
KRYS,"Krystal Biotech, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KURA,"Kura Oncology, Inc.",Health Care,Major Pharmaceuticals
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LB,"L Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
FSTR,L.B. Foster Company,Basic Industries,Metal Fabrications
SCX,L.S. Starrett Company (The),Capital Goods,Industrial Machinery/Components
LLL,"L3 Technologies, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LJPC,La Jolla Pharmaceutical Company,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LH,Laboratory Corporation of America Holdings,Health Care,Medical Specialities
LTS,Ladenburg Thalmann Financial Services Inc,Finance,Investment Bankers/Brokers/Service
LTSL,Ladenburg Thalmann Financial Services Inc,Finance,Investment Bankers/Brokers/Service
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LAKE,"Lakeland Industries, Inc.",Health Care,Industrial Specialties
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,Consumer Non-Durables,Packaged Foods
LCA,"Landcadia Holdings, Inc.",Finance,Business Services
LCAHU,"Landcadia Holdings, Inc.",Finance,Business Services
LCAHW,"Landcadia Holdings, Inc.",Finance,Business Services
LNDC,Landec Corporation,Consumer Non-Durables,Packaged Foods
LARK,Landmark Bancorp Inc.,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",Transportation,Trucking Freight/Courier Services
LCI,Lannett Co Inc,Health Care,Major Pharmaceuticals
LNTH,"Lantheus Holdings, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment
LPI,"Laredo Petroleum, Inc.",Energy,Oil & Gas Production
LVS,Las Vegas Sands Corp.,Consumer Services,Hotels/Resorts
LHO,LaSalle Hotel Properties,Consumer Services,Real Estate Investment Trusts
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LAUR,"Laureate Education, Inc.",Consumer Services,Other Consumer Services
LAWS,"Lawson Products, Inc.",Consumer Durables,Industrial Specialties
LZB,La-Z-Boy Incorporated,Consumer Durables,Home Furnishings
LAZY,"Lazydays Holdings, Inc.",Consumer Durables,Automotive Aftermarket
LCII,LCI Industries ,Capital Goods,Auto Parts:O.E.M.
LCNB,LCNB Corporation,Finance,Major Banks
LBIX,Leading Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution)
LFGR,Leaf Group Ltd.,Technology,EDP Services
LPTX,"LEAP THERAPEUTICS, INC.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LEA,Lear Corporation,Capital Goods,Auto Parts:O.E.M.
LEE,"Lee Enterprises, Incorporated",Consumer Services,Newspapers/Magazines
LGC,Legacy Acquisition Corp.,Finance,Business Services
LGCY,Legacy Reserves LP,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,Energy,Oil & Gas Production
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions
LM,"Legg Mason, Inc.",Finance,Investment Managers
LMHA,"Legg Mason, Inc.",Finance,Investment Managers
LMHB,"Legg Mason, Inc.",Finance,Investment Managers
LEG,"Leggett & Platt, Incorporated",Consumer Durables,Home Furnishings
JBK,Lehman ABS Corporation,Finance,Finance: Consumer Services
KTH,Lehman ABS Corporation,Finance,Finance: Consumer Services
KTN,Lehman ABS Corporation,Finance,Finance: Consumer Services
KTP,Lehman ABS Corporation,Finance,Finance: Consumer Services
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services
LACQ,Leisure Acquisition Corp.,Finance,Business Services
LACQU,Leisure Acquisition Corp.,Finance,Business Services
LACQW,Leisure Acquisition Corp.,Finance,Business Services
LMAT,"LeMaitre Vascular, Inc.",Health Care,Medical/Dental Instruments
LC,LendingClub Corporation,Miscellaneous,Business Services
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services
LEN,Lennar Corporation,Basic Industries,Homebuilding
LEN.B,Lennar Corporation,Basic Industries,Homebuilding
LII,"Lennox International, Inc.",Capital Goods,Industrial Machinery/Components
LHC,Leo Holdings Corp.,Finance,Business Services
LEVB,"Level Brands, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
LEVL,"Level One Bancorp, Inc.",Finance,Major Banks
LXRX,"Lexicon Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
LFAC,LF Capital Acquistion Corp.,Finance,Business Services
LFACU,LF Capital Acquistion Corp.,Finance,Business Services
LFACW,LF Capital Acquistion Corp.,Finance,Business Services
LGIH,"LGI Homes, Inc.",Capital Goods,Homebuilding
LGL,"LGL Group, Inc. (The)",Capital Goods,Industrial Machinery/Components
LHCG,LHC Group,Health Care,Medical/Nursing Services
LBY,"Libbey, Inc.",Capital Goods,Industrial Machinery/Components
LBRDA,Liberty Broadband Corporation,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,Consumer Services,Television Services
LEXEA,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services
LEXEB,"Liberty Expedia Holdings, Inc.",Consumer Services,Other Consumer Services
LILA,Liberty Latin America Ltd.,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd.,Consumer Services,Television Services
BATRA,Liberty Media Corporation,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,Consumer Services,Broadcasting
LBRT,Liberty Oilfield Services Inc.,Energy,Oilfield Services/Equipment
LPT,Liberty Property Trust,Consumer Services,Real Estate Investment Trusts
TAX,"Liberty Tax, Inc.",Miscellaneous,Multi-Sector Companies
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LSI,"Life Storage, Inc.",Consumer Services,Real Estate Investment Trusts
LPNT,"LifePoint Health, Inc.",Health Care,Hospital/Nursing Management
LCUT,"Lifetime Brands, Inc.",Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors
LLEX,"Lilis Energy, Inc.",Energy,Oil & Gas Production
LMB,"Limbach Holdings, Inc.",Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",Miscellaneous,Business Services
LMST,"Limestone Bancorp, Inc.",Finance,Major Banks
LMNR,Limoneira Co,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LNC,Lincoln National Corporation,Finance,Life Insurance
LIND,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc. ,Consumer Services,Transportation Services
LNN,Lindsay Corporation,Capital Goods,Industrial Machinery/Components
LPCN,Lipocine Inc.,Health Care,Major Pharmaceuticals
LQDT,"Liquidity Services, Inc.",Miscellaneous,Business Services
LAD,"Lithia Motors, Inc.",Consumer Durables,Automotive Aftermarket
LAC,Lithium Americas Corp.,Basic Industries,Precious Metals
LFUS,"Littelfuse, Inc.",Consumer Durables,Electrical Products
LYV,"Live Nation Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks
LIVE,Live Ventures Incorporated,Finance,Finance/Investors Services
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
LIVX,"LiveXLive Media, Inc.",Consumer Services,Restaurants
LKQ,LKQ Corporation,Consumer Services,Motor Vehicles
LMFA,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LMT,Lockheed Martin Corporation,Capital Goods,Military/Government/Technical
L,Loews Corporation,Finance,Property-Casualty Insurers
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software
LONE,Lonestar Resources US Inc.,Energy,Oil & Gas Production
LOOP,"Loop Industries, Inc.",Public Utilities,Telecommunications Equipment
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LPX,Louisiana-Pacific Corporation,Basic Industries,Forest Products
LOW,"Lowe&#39;s Companies, Inc.",Consumer Services,RETAIL: Building Materials
LOXO,"Loxo Oncology, Inc.",Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,Consumer Non-Durables,Consumer Electronics/Appliances
LXU,Lsb Industries Inc.,Basic Industries,Major Chemicals
LYTS,LSI Industries Inc.,Consumer Durables,Building Products
LTC,"LTC Properties, Inc.",Consumer Services,Real Estate Investment Trusts
LUB,"Luby&#39;s, Inc.",Consumer Services,Restaurants
LULU,lululemon athletica inc.,Consumer Non-Durables,Apparel
LL,"Lumber Liquidators Holdings, Inc",Consumer Services,RETAIL: Building Materials
LITE,Lumentum Holdings Inc.,Consumer Durables,Telecommunications Equipment
LMNX,Luminex Corporation,Health Care,Medical/Dental Instruments
LUNA,Luna Innovations Incorporated,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LBC,Luther Burbank Corporation,Finance,Major Banks
LDL,"Lydall, Inc.",Capital Goods,Auto Parts:O.E.M.
WLH,Lyon William Homes,Capital Goods,Homebuilding
MBTF,M B T Financial Corp,Finance,Major Banks
MACQ,"M I Acquisitions, Inc.",Finance,Business Services
MACQW,"M I Acquisitions, Inc.",Finance,Business Services
MTB,M&T Bank Corporation,Finance,Major Banks
MDC,"M.D.C. Holdings, Inc.",Capital Goods,Homebuilding
MHO,"M/I Homes, Inc.",Capital Goods,Homebuilding
MCBC,Macatawa Bank Corporation,Finance,Major Banks
MAC,Macerich Company (The),Consumer Services,Real Estate Investment Trusts
CLI,Mack-Cali Realty Corporation,Consumer Services,Real Estate Investment Trusts
MFNC,Mackinac Financial Corporation,Finance,Major Banks
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MIC,Macquarie Infrastructure Corporation ,Energy,Oil Refining/Marketing
MGNX,"MacroGenics, Inc.",Health Care,Major Pharmaceuticals
M,Macy&#39;s Inc,Consumer Services,Department/Specialty Retail Stores
MDGL,"Madrigal Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MAG,MAG Silver Corporation,Basic Industries,Precious Metals
MGLN,"Magellan Health, Inc.",Health Care,Hospital/Nursing Management
MMP,Magellan Midstream Partners L.P.,Energy,Natural Gas Distribution
MGTA,"Magenta Therapeutics, Inc.",Health Care,Major Pharmaceuticals
MGA,"Magna International, Inc.",Capital Goods,Auto Parts:O.E.M.
MNGA,MagneGas Corporation,Technology,Industrial Machinery/Components
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions
MBUU,"Malibu Boats, Inc.",Capital Goods,Marine Transportation
MLVF,"Malvern Bancorp, Inc.",Finance,Banks
MAMS,"MAM Software Group, Inc.",Technology,Computer Software: Prepackaged Software
TUSK,"Mammoth Energy Services, Inc.",Energy,Oilfield Services/Equipment
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",Consumer Services,Real Estate Investment Trusts
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MTW,"Manitowoc Company, Inc. (The)",Capital Goods,Construction/Ag Equipment/Trucks
MTEX,"Mannatech, Incorporated",Consumer Durables,Specialty Chemicals
MN,"Manning & Napier, Inc.",Finance,Investment Managers
MNKD,MannKind Corporation,Health Care,Major Pharmaceuticals
MAN,ManpowerGroup,Technology,Professional Services
MANT,ManTech International Corporation,Consumer Services,Other Consumer Services
MFC,Manulife Financial Corp,Finance,Life Insurance
MRO,Marathon Oil Corporation,Energy,Oil & Gas Production
MARA,"Marathon Patent Group, Inc.",Miscellaneous,Multi-Sector Companies
MPC,Marathon Petroleum Corporation,Energy,Integrated oil Companies
MCHX,"Marchex, Inc.",Miscellaneous,Business Services
MCS,Marcus Corporation (The),Consumer Services,Movies/Entertainment
MRIN,Marin Software Incorporated,Technology,EDP Services
MARPS,Marine Petroleum Trust,Energy,Oil & Gas Production
MPX,Marine Products Corporation,Capital Goods,Marine Transportation
HZO,"MarineMax, Inc.",Consumer Services,Other Specialty Stores
MRNS,"Marinus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
MKL,Markel Corporation,Finance,Property-Casualty Insurers
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,Finance,Major Banks
VAC,Marriot Vacations Worldwide Corporation,Finance,Real Estate
MAR,Marriott International,Consumer Services,Hotels/Resorts
MBII,"Marrone Bio Innovations, Inc.",Basic Industries,Agricultural Chemicals
MMC,"Marsh & McLennan Companies, Inc.",Finance,Specialty Insurers
MRTN,"Marten Transport, Ltd.",Transportation,Trucking Freight/Courier Services
MLM,"Martin Marietta Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MMLP,Martin Midstream Partners L.P.,Energy,Oil Refining/Marketing
MAS,Masco Corporation,Basic Industries,Forest Products
MASI,Masimo Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DOOR,Masonite International Corporation,Basic Industries,Forest Products
MTZ,"MasTec, Inc.",Basic Industries,Water Supply
MHH,"Mastech Digital, Inc",Consumer Services,Professional Services
MA,Mastercard Incorporated,Miscellaneous,Business Services
MTDR,Matador Resources Company,Energy,Oil & Gas Production
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
MTRN,Materion Corporation,Capital Goods,Industrial Specialties
MTNB,"Matinas Biopharma Holdings, Inc.",Health Care,Major Pharmaceuticals
MPAC,Matlin & Partners Acquisition Corporation,Finance,Business Services
MPACU,Matlin & Partners Acquisition Corporation,Finance,Business Services
MPACW,Matlin & Partners Acquisition Corporation,Finance,Business Services
